flight_id,aircraft,flight_hours
FLIGHT_2209,N71HC,3.14
FLIGHT_2210,N523AR,3.11
FLIGHT_2211,N610TX,4.86
FLIGHT_2212,N604CH,4.47
FLIGHT_2213,N523AR,4.3
FLIGHT_2214,N301VR,2.91
FLIGHT_2215,N99CT,3.11
FLIGHT_2216,N523AR,4.49
FLIGHT_2217,N604CH,3.59
FLIGHT_2218,N71HC,3.37
FLIGHT_2219,N495DD,5.53
FLIGHT_2220,N452M,4.37
FLIGHT_2221,N610TX,2.99
FLIGHT_2222,N716TM,4.38
FLIGHT_2223,N301VR,3.09
FLIGHT_2224,N716TM,4.55
FLIGHT_2225,N372MZ,3.72
FLIGHT_2226,N610TX,5.71
FLIGHT_2227,N301VR,3.63
FLIGHT_2228,N301VR,3.31
FLIGHT_2229,N452M,4.97
FLIGHT_2230,N604CH,3.89
FLIGHT_2231,N610TX,2.76
FLIGHT_2232,N71HC,3.32
FLIGHT_2233,N523AR,4.78
FLIGHT_2234,N99CT,3.65
FLIGHT_2235,N99CT,3.95
FLIGHT_2236,N579MH,3.86
FLIGHT_2237,N71HC,3.43
FLIGHT_2238,N301VR,2.59
FLIGHT_2239,N452M,4.76
FLIGHT_2240,N99CT,3.21
FLIGHT_2241,N604CH,3.11
FLIGHT_2242,N716TM,6.29
FLIGHT_2243,N604CH,4.87
FLIGHT_2244,N99CT,3.13
FLIGHT_2245,N604CH,2.52
FLIGHT_2246,N301VR,2.98
FLIGHT_2247,N523AR,5.5
FLIGHT_2248,N372MZ,3.87
FLIGHT_2249,N99CT,2.62
FLIGHT_2250,N716TM,4.91
FLIGHT_2251,N452M,3.62
FLIGHT_2252,N452M,3.33
FLIGHT_2253,N301VR,3.06
FLIGHT_2254,N99CT,4.11
FLIGHT_2255,N99CT,3.69
FLIGHT_2256,N99CT,2.55
FLIGHT_2257,N610TX,4.0
FLIGHT_2258,N579MH,3.83
FLIGHT_2259,N523AR,4.0
FLIGHT_2260,N610TX,3.51
FLIGHT_2261,N579MH,3.18
FLIGHT_2262,N604XT,3.82
FLIGHT_2263,N71HC,3.54
FLIGHT_2264,N71HC,3.22
FLIGHT_2265,N579MH,4.11
FLIGHT_2266,N301VR,2.94
FLIGHT_2267,N716TM,4.86
FLIGHT_2268,N99CT,4.12
FLIGHT_2269,N301VR,3.38
FLIGHT_2270,N495DD,4.72
FLIGHT_2271,N579MH,4.12
FLIGHT_2272,N71HC,3.1
FLIGHT_2273,N716TM,4.74
FLIGHT_2274,N604XT,2.62
FLIGHT_2275,N99CT,1.88
FLIGHT_2276,N531P,4.08
FLIGHT_2277,N604CH,4.17
FLIGHT_2278,N99CT,3.33
FLIGHT_2279,N604CH,4.25
FLIGHT_2280,N604CH,2.97
FLIGHT_2281,N301VR,3.88
FLIGHT_2282,N301VR,4.3
FLIGHT_2283,N610TX,3.3
FLIGHT_2284,N99CT,3.81
FLIGHT_2285,N452M,3.78
FLIGHT_2286,N579MH,4.05
FLIGHT_2287,N716TM,5.54
FLIGHT_2288,N99CT,3.57
FLIGHT_2289,N523AR,4.89
FLIGHT_2290,N71HC,2.67
FLIGHT_2291,N372MZ,4.24
FLIGHT_2292,N452M,4.82
FLIGHT_2293,N604CH,3.15
FLIGHT_2294,N716TM,4.08
FLIGHT_2295,N452M,4.21
FLIGHT_2296,N452M,4.05
FLIGHT_2297,N610TX,2.87
FLIGHT_2298,N523AR,4.44
FLIGHT_2299,N604CH,3.54
FLIGHT_2300,N579MH,3.12
FLIGHT_2301,N716TM,5.35
FLIGHT_2302,N610TX,3.76
FLIGHT_2303,N301VR,3.94
FLIGHT_2304,N99CT,2.72
FLIGHT_2305,N452M,4.14
FLIGHT_2306,N301VR,3.98
FLIGHT_2307,N452M,3.6
FLIGHT_2308,N372MZ,3.43
FLIGHT_2309,N301VR,2.65
FLIGHT_2310,N523AR,3.67
FLIGHT_2311,N604CH,3.46
FLIGHT_2312,N579MH,3.12
FLIGHT_2313,N610TX,3.25
FLIGHT_2314,N452M,3.86
FLIGHT_2315,N71HC,3.54
FLIGHT_2316,N301VR,3.99
FLIGHT_2317,N610TX,3.26
FLIGHT_2318,N531P,4.34
FLIGHT_2319,N301VR,3.15
FLIGHT_2320,N604CH,3.44
FLIGHT_2321,N452M,3.55
FLIGHT_2322,N604XT,4.17
FLIGHT_2323,N523AR,4.51
FLIGHT_2324,N604XT,4.08
FLIGHT_2325,N372MZ,4.57
FLIGHT_2326,N452M,2.64
FLIGHT_2327,N610TX,4.45
FLIGHT_2328,N531P,4.05
FLIGHT_2329,N604CH,3.64
FLIGHT_2330,N610TX,3.75
FLIGHT_2331,N99CT,3.78
FLIGHT_2332,N301VR,2.88
FLIGHT_2333,N452M,3.33
FLIGHT_2334,N99CT,3.66
FLIGHT_2335,N301VR,2.42
FLIGHT_2336,N99CT,3.36
FLIGHT_2337,N71HC,2.93
FLIGHT_2338,N716TM,3.56
FLIGHT_2339,N716TM,3.09
FLIGHT_2340,N610TX,4.26
FLIGHT_2341,N372MZ,3.86
FLIGHT_2342,N372MZ,3.32
FLIGHT_2343,N301VR,3.29
FLIGHT_2344,N372MZ,3.03
FLIGHT_2345,N372MZ,3.4
FLIGHT_2346,N604XT,4.17
FLIGHT_2347,N716TM,4.37
FLIGHT_2348,N523AR,4.61
FLIGHT_2349,N452M,2.57
FLIGHT_2350,N372MZ,4.02
FLIGHT_2351,N372MZ,2.62
FLIGHT_2352,N579MH,4.04
FLIGHT_2353,N523AR,4.16
FLIGHT_2354,N604CH,4.47
FLIGHT_2355,N301VR,3.01
FLIGHT_2356,N372MZ,4.27
FLIGHT_2357,N610TX,2.99
FLIGHT_2358,N604CH,3.82
FLIGHT_2359,N716TM,2.79
FLIGHT_2360,N716TM,4.99
FLIGHT_2361,N604XT,5.62
FLIGHT_2362,N452M,3.3
FLIGHT_2363,N579MH,3.84
FLIGHT_2364,N495DD,4.66
FLIGHT_2365,N99CT,2.51
FLIGHT_2366,N372MZ,3.27
FLIGHT_2367,N372MZ,3.22
FLIGHT_2368,N610TX,5.34
FLIGHT_2369,N716TM,5.11
FLIGHT_2370,N604CH,3.62
FLIGHT_2371,N523AR,4.9
FLIGHT_2372,N579MH,3.9
FLIGHT_2373,N604CH,4.15
FLIGHT_2374,N716TM,3.53
FLIGHT_2375,N71HC,4.15
FLIGHT_2376,N604CH,3.25
FLIGHT_2377,N579MH,3.29
FLIGHT_2378,N301VR,3.71
FLIGHT_2379,N523AR,4.58
FLIGHT_2380,N579MH,3.78
FLIGHT_2381,N610TX,4.31
FLIGHT_2382,N99CT,2.72
FLIGHT_2383,N604CH,4.97
FLIGHT_2384,N99CT,3.1
FLIGHT_2385,N716TM,4.26
FLIGHT_2386,N716TM,5.72
FLIGHT_2387,N452M,3.29
FLIGHT_2388,N99CT,3.95
FLIGHT_2389,N604CH,3.62
FLIGHT_2390,N523AR,3.69
FLIGHT_2391,N610TX,3.5
FLIGHT_2392,N452M,4.13
FLIGHT_2393,N372MZ,4.42
FLIGHT_2394,N452M,3.91
FLIGHT_2395,N604XT,3.12
FLIGHT_2396,N452M,4.17
FLIGHT_2397,N716TM,4.22
FLIGHT_2398,N301VR,2.76
FLIGHT_2399,N604XT,4.58
FLIGHT_2400,N523AR,5.18
FLIGHT_2401,N523AR,4.33
FLIGHT_2402,N495DD,5.02
FLIGHT_2403,N71HC,3.64
FLIGHT_2404,N604XT,4.68
FLIGHT_2405,N301VR,3.21
FLIGHT_2406,N610TX,4.29
FLIGHT_2407,N610TX,4.36
FLIGHT_2408,N610TX,4.27
FLIGHT_2409,N71HC,3.2
FLIGHT_2410,N495DD,5.06
FLIGHT_2411,N610TX,4.01
FLIGHT_2412,N452M,3.12
FLIGHT_2413,N604CH,3.5
FLIGHT_2414,N71HC,3.08
FLIGHT_2415,N579MH,2.45
FLIGHT_2416,N604CH,4.42
FLIGHT_2417,N716TM,6.65
FLIGHT_2418,N604XT,5.23
FLIGHT_2419,N452M,3.86
FLIGHT_2420,N372MZ,3.42
FLIGHT_2421,N523AR,3.63
FLIGHT_2422,N579MH,3.86
FLIGHT_2423,N610TX,4.4
FLIGHT_2424,N579MH,3.32
FLIGHT_2425,N604CH,5.44
FLIGHT_2426,N372MZ,2.85
FLIGHT_2427,N372MZ,3.91
FLIGHT_2428,N372MZ,3.8
FLIGHT_2429,N523AR,4.33
FLIGHT_2430,N523AR,3.89
FLIGHT_2431,N523AR,4.39
FLIGHT_2432,N301VR,3.13
FLIGHT_2433,N716TM,5.29
FLIGHT_2434,N99CT,4.29
FLIGHT_2435,N452M,3.5
FLIGHT_2436,N716TM,3.08
FLIGHT_2437,N99CT,3.56
FLIGHT_2438,N99CT,3.54
FLIGHT_2439,N372MZ,3.82
FLIGHT_2440,N301VR,3.68
FLIGHT_2441,N523AR,5.36
FLIGHT_2442,N99CT,3.85
FLIGHT_2443,N452M,4.11
FLIGHT_2444,N610TX,4.26
FLIGHT_2445,N610TX,3.93
FLIGHT_2446,N523AR,3.61
FLIGHT_2447,N604XT,5.41
FLIGHT_2448,N579MH,3.82
FLIGHT_2449,N71HC,2.85
FLIGHT_2450,N523AR,3.48
FLIGHT_2451,N301VR,2.87
FLIGHT_2452,N604CH,2.95
FLIGHT_2453,N716TM,4.83
FLIGHT_2454,N523AR,4.19
FLIGHT_2455,N523AR,4.9
FLIGHT_2456,N579MH,4.53
FLIGHT_2457,N604CH,4.36
FLIGHT_2458,N372MZ,4.17
FLIGHT_2459,N604XT,4.54
FLIGHT_2460,N495DD,4.18
FLIGHT_2461,N301VR,3.32
FLIGHT_2462,N71HC,3.71
FLIGHT_2463,N610TX,3.13
FLIGHT_2464,N610TX,3.72
FLIGHT_2465,N372MZ,3.27
FLIGHT_2466,N716TM,5.2
FLIGHT_2467,N301VR,3.79
